url,title,price
https://shopee.co.th/user/purchase/order/127811341287859,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/127811341287859,รวมการสั่งซื้อ,2439.0
https://shopee.co.th/user/purchase/order/127816839246031,รวมค่าสินค้า,2272.0
https://shopee.co.th/user/purchase/order/127816839246031,ค่าจัดส่ง,230.0
https://shopee.co.th/user/purchase/order/127816839246031,รวมการสั่งซื้อ,2502.0
https://shopee.co.th/user/purchase/order/127835655236029,รวมค่าสินค้า,390.0
https://shopee.co.th/user/purchase/order/127835655236029,ค่าจัดส่ง,79.0
https://shopee.co.th/user/purchase/order/127835655236029,รวมการสั่งซื้อ,469.0
https://shopee.co.th/user/purchase/order/128063780241461,รวมค่าสินค้า,19600.0
https://shopee.co.th/user/purchase/order/128063780241461,ค่าจัดส่ง,29.0
https://shopee.co.th/user/purchase/order/128063780241461,ใช้โค้ดส่วนลดของร้านค้า,-50.0
https://shopee.co.th/user/purchase/order/128063780241461,รวมการสั่งซื้อ,19579.0
https://shopee.co.th/user/purchase/order/127821682251084,รวมค่าสินค้า,1860.0
https://shopee.co.th/user/purchase/order/127821682251084,ค่าจัดส่ง,29.0
https://shopee.co.th/user/purchase/order/127821682251084,ส่วนลดค่าจัดส่ง,-29.0
https://shopee.co.th/user/purchase/order/127821682251084,ใช้โค้ดส่วนลดของร้านค้า,-80.0
https://shopee.co.th/user/purchase/order/127821682251084,รวมการสั่งซื้อ,1780.0
https://shopee.co.th/user/purchase/order/127821682251083,รวมค่าสินค้า,1025.0
https://shopee.co.th/user/purchase/order/127821682251083,ค่าจัดส่ง,29.0
https://shopee.co.th/user/purchase/order/127821682251083,ใช้โค้ดส่วนลดของร้านค้า,-9.0
https://shopee.co.th/user/purchase/order/127821682251083,รวมการสั่งซื้อ,1045.0
https://shopee.co.th/user/purchase/order/127821682251081,รวมค่าสินค้า,117.0
https://shopee.co.th/user/purchase/order/127821682251081,ค่าจัดส่ง,29.0
https://shopee.co.th/user/purchase/order/127821682251081,รวมการสั่งซื้อ,146.0
https://shopee.co.th/user/purchase/order/127918947207641,รวมค่าสินค้า,1560.0
https://shopee.co.th/user/purchase/order/127918947207641,ค่าจัดส่ง,170.0
https://shopee.co.th/user/purchase/order/127918947207641,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/127918947207641,ใช้ 99 Shopee Coins,-99.0
https://shopee.co.th/user/purchase/order/127918947207641,รวมการสั่งซื้อ,1601.0
https://shopee.co.th/user/purchase/order/127848543238247,รวมค่าสินค้า,6484.0
https://shopee.co.th/user/purchase/order/127848543238247,ค่าจัดส่ง,29.0
https://shopee.co.th/user/purchase/order/127848543238247,รวมการสั่งซื้อ,6513.0
https://shopee.co.th/user/purchase/order/127918947207639,รวมค่าสินค้า,1590.0
https://shopee.co.th/user/purchase/order/127918947207639,ค่าจัดส่ง,37.0
https://shopee.co.th/user/purchase/order/127918947207639,ใช้โค้ดส่วนลดของร้านค้า,-60.0
https://shopee.co.th/user/purchase/order/127918947207639,ใช้ 96 Shopee Coins,-96.0
https://shopee.co.th/user/purchase/order/127918947207639,รวมการสั่งซื้อ,1471.0
https://shopee.co.th/user/purchase/order/127918947207642,รวมค่าสินค้า,200.0
https://shopee.co.th/user/purchase/order/127918947207642,ค่าจัดส่ง,45.0
https://shopee.co.th/user/purchase/order/127918947207642,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/127918947207642,ใช้ 9 Shopee Coins,-9.0
https://shopee.co.th/user/purchase/order/127918947207642,รวมการสั่งซื้อ,206.0
https://shopee.co.th/user/purchase/order/127918947207640,รวมค่าสินค้า,240.0
https://shopee.co.th/user/purchase/order/127918947207640,ค่าจัดส่ง,48.0
https://shopee.co.th/user/purchase/order/127918947207640,ใช้ 16 Shopee Coins,-16.0
https://shopee.co.th/user/purchase/order/127918947207640,รวมการสั่งซื้อ,272.0
https://shopee.co.th/user/purchase/order/128419687261889,รวมค่าสินค้า,350.0
https://shopee.co.th/user/purchase/order/128419687261889,ค่าจัดส่ง,37.0
https://shopee.co.th/user/purchase/order/128419687261889,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/128419687261889,รวมการสั่งซื้อ,357.0
https://shopee.co.th/user/purchase/order/128401882292051,รวมค่าสินค้า,720.0
https://shopee.co.th/user/purchase/order/128401882292051,ค่าจัดส่ง,79.0
https://shopee.co.th/user/purchase/order/128401882292051,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/128401882292051,รวมการสั่งซื้อ,769.0
https://shopee.co.th/user/purchase/order/128418909289773,รวมค่าสินค้า,853.0
https://shopee.co.th/user/purchase/order/128418909289773,ค่าจัดส่ง,64.0
https://shopee.co.th/user/purchase/order/128418909289773,ใช้ 213 Shopee Coins,-213.0
https://shopee.co.th/user/purchase/order/128418909289773,รวมการสั่งซื้อ,704.0
https://shopee.co.th/user/purchase/order/128418909289773,รวมค่าสินค้า,853.0
https://shopee.co.th/user/purchase/order/128418909289773,ค่าจัดส่ง,64.0
https://shopee.co.th/user/purchase/order/128418909289773,ใช้ 213 Shopee Coins,-213.0
https://shopee.co.th/user/purchase/order/128418909289773,รวมการสั่งซื้อ,704.0
https://shopee.co.th/user/purchase/order/128419687261887,รวมค่าสินค้า,710.0
https://shopee.co.th/user/purchase/order/128419687261887,ค่าจัดส่ง,48.0
https://shopee.co.th/user/purchase/order/128419687261887,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/128419687261887,ใช้โค้ดส่วนลดของร้านค้า,-10.0
https://shopee.co.th/user/purchase/order/128419687261887,รวมการสั่งซื้อ,718.0
https://shopee.co.th/user/purchase/order/128841462252173,รวมค่าสินค้า,680.0
https://shopee.co.th/user/purchase/order/128841462252173,ค่าจัดส่ง,37.0
https://shopee.co.th/user/purchase/order/128841462252173,ใช้ 46 Shopee Coins,-46.0
https://shopee.co.th/user/purchase/order/128841462252173,รวมการสั่งซื้อ,671.0
https://shopee.co.th/user/purchase/order/129454205296134,รวมค่าสินค้า,8100.0
https://shopee.co.th/user/purchase/order/129454205296134,ค่าจัดส่ง,22.0
https://shopee.co.th/user/purchase/order/129454205296134,รวมการสั่งซื้อ,8122.0
https://shopee.co.th/user/purchase/order/129454205296133,รวมค่าสินค้า,1497.0
https://shopee.co.th/user/purchase/order/129454205296133,ค่าจัดส่ง,75.0
https://shopee.co.th/user/purchase/order/129454205296133,รวมการสั่งซื้อ,1572.0
https://shopee.co.th/user/purchase/order/129454205296136,รวมค่าสินค้า,1293.0
https://shopee.co.th/user/purchase/order/129454205296136,ค่าจัดส่ง,103.0
https://shopee.co.th/user/purchase/order/129454205296136,รวมการสั่งซื้อ,1396.0
https://shopee.co.th/user/purchase/order/129461371253602,รวมค่าสินค้า,1883.0
https://shopee.co.th/user/purchase/order/129461371253602,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/129461371253602,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/129461371253602,ใช้ 367 Shopee Coins,-367.0
https://shopee.co.th/user/purchase/order/129461371253602,รวมการสั่งซื้อ,1590.0
https://shopee.co.th/user/purchase/order/129454205296135,รวมค่าสินค้า,424.0
https://shopee.co.th/user/purchase/order/129454205296135,ค่าจัดส่ง,22.0
https://shopee.co.th/user/purchase/order/129454205296135,รวมการสั่งซื้อ,446.0
https://shopee.co.th/user/purchase/order/129454205296137,รวมค่าสินค้า,1150.0
https://shopee.co.th/user/purchase/order/129454205296137,ค่าจัดส่ง,22.0
https://shopee.co.th/user/purchase/order/129454205296137,รวมการสั่งซื้อ,1172.0
https://shopee.co.th/user/purchase/order/130651059217042,รวมค่าสินค้า,1500.0
https://shopee.co.th/user/purchase/order/130651059217042,ค่าจัดส่ง,32.0
https://shopee.co.th/user/purchase/order/130651059217042,ใช้โค้ดส่วนลดของร้านค้า,-40.0
https://shopee.co.th/user/purchase/order/130651059217042,รวมการสั่งซื้อ,1492.0
https://shopee.co.th/user/purchase/order/129461371253601,รวมค่าสินค้า,690.0
https://shopee.co.th/user/purchase/order/129461371253601,ค่าจัดส่ง,45.0
https://shopee.co.th/user/purchase/order/129461371253601,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/129461371253601,ใช้ 133 Shopee Coins,-133.0
https://shopee.co.th/user/purchase/order/129461371253601,รวมการสั่งซื้อ,572.0
https://shopee.co.th/user/purchase/order/129461371253601,รวมค่าสินค้า,690.0
https://shopee.co.th/user/purchase/order/129461371253601,ค่าจัดส่ง,45.0
https://shopee.co.th/user/purchase/order/129461371253601,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/129461371253601,ใช้ 133 Shopee Coins,-133.0
https://shopee.co.th/user/purchase/order/129461371253601,รวมการสั่งซื้อ,572.0
https://shopee.co.th/user/purchase/order/130651059217041,รวมค่าสินค้า,2180.0
https://shopee.co.th/user/purchase/order/130651059217041,ค่าจัดส่ง,32.0
https://shopee.co.th/user/purchase/order/130651059217041,ใช้โค้ดส่วนลดของร้านค้า,-100.0
https://shopee.co.th/user/purchase/order/130651059217041,รวมการสั่งซื้อ,2112.0
https://shopee.co.th/user/purchase/order/130150223202272,รวมค่าสินค้า,19000.0
https://shopee.co.th/user/purchase/order/130150223202272,ค่าจัดส่ง,305.0
https://shopee.co.th/user/purchase/order/130150223202272,ใช้ 500 Shopee Coins,-500.0
https://shopee.co.th/user/purchase/order/130150223202272,รวมการสั่งซื้อ,18805.0
https://shopee.co.th/user/purchase/order/131005237204847,รวมค่าสินค้า,1630.0
https://shopee.co.th/user/purchase/order/131005237204847,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/131005237204847,รวมการสั่งซื้อ,1734.0
https://shopee.co.th/user/purchase/order/131005237204846,รวมค่าสินค้า,3350.0
https://shopee.co.th/user/purchase/order/131005237204846,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/131005237204846,รวมการสั่งซื้อ,3454.0
https://shopee.co.th/user/purchase/order/130149557261122,รวมค่าสินค้า,260.0
https://shopee.co.th/user/purchase/order/130149557261122,ค่าจัดส่ง,64.0
https://shopee.co.th/user/purchase/order/130149557261122,ใช้โค้ดส่วนลดของร้านค้า,-15.0
https://shopee.co.th/user/purchase/order/130149557261122,รวมการสั่งซื้อ,309.0
https://shopee.co.th/user/purchase/order/131437731251297,รวมค่าสินค้า,585.0
https://shopee.co.th/user/purchase/order/131437731251297,ค่าจัดส่ง,48.0
https://shopee.co.th/user/purchase/order/131437731251297,รวมการสั่งซื้อ,633.0
https://shopee.co.th/user/purchase/order/131005237204850,รวมค่าสินค้า,955.0
https://shopee.co.th/user/purchase/order/131005237204850,ค่าจัดส่ง,45.0
https://shopee.co.th/user/purchase/order/131005237204850,รวมการสั่งซื้อ,1000.0
https://shopee.co.th/user/purchase/order/131005237204848,รวมค่าสินค้า,1400.0
https://shopee.co.th/user/purchase/order/131005237204848,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/131005237204848,รวมการสั่งซื้อ,1504.0
https://shopee.co.th/user/purchase/order/131005237204851,รวมค่าสินค้า,4365.0
https://shopee.co.th/user/purchase/order/131005237204851,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/131005237204851,รวมการสั่งซื้อ,4469.0
https://shopee.co.th/user/purchase/order/131005237204852,รวมค่าสินค้า,1290.0
https://shopee.co.th/user/purchase/order/131005237204852,ค่าจัดส่ง,54.0
https://shopee.co.th/user/purchase/order/131005237204852,รวมการสั่งซื้อ,1344.0
https://shopee.co.th/user/purchase/order/131005237204849,รวมค่าสินค้า,2700.0
https://shopee.co.th/user/purchase/order/131005237204849,ค่าจัดส่ง,225.0
https://shopee.co.th/user/purchase/order/131005237204849,ใช้โค้ดส่วนลดของร้านค้า,-36.0
https://shopee.co.th/user/purchase/order/131005237204849,รวมการสั่งซื้อ,2889.0
https://shopee.co.th/user/purchase/order/132475047260823,รวมค่าสินค้า,790.0
https://shopee.co.th/user/purchase/order/132475047260823,ค่าจัดส่ง,170.0
https://shopee.co.th/user/purchase/order/132475047260823,รวมการสั่งซื้อ,960.0
https://shopee.co.th/user/purchase/order/132475047260825,รวมค่าสินค้า,2380.0
https://shopee.co.th/user/purchase/order/132475047260825,ค่าจัดส่ง,29.0
https://shopee.co.th/user/purchase/order/132475047260825,ส่วนลดค่าจัดส่ง,-29.0
https://shopee.co.th/user/purchase/order/132475047260825,ใช้โค้ดส่วนลดของร้านค้า,-80.0
https://shopee.co.th/user/purchase/order/132475047260825,รวมการสั่งซื้อ,2300.0
https://shopee.co.th/user/purchase/order/131437731251298,รวมค่าสินค้า,590.0
https://shopee.co.th/user/purchase/order/131437731251298,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/131437731251298,รวมการสั่งซื้อ,694.0
https://shopee.co.th/user/purchase/order/132475047260824,รวมค่าสินค้า,4750.0
https://shopee.co.th/user/purchase/order/132475047260824,ค่าจัดส่ง,134.0
https://shopee.co.th/user/purchase/order/132475047260824,รวมการสั่งซื้อ,4884.0
https://shopee.co.th/user/purchase/order/132915914226430,รวมค่าสินค้า,1590.0
https://shopee.co.th/user/purchase/order/132915914226430,ค่าจัดส่ง,37.0
https://shopee.co.th/user/purchase/order/132915914226430,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/132915914226430,ใช้ 75 Shopee Coins,-75.0
https://shopee.co.th/user/purchase/order/132915914226430,รวมการสั่งซื้อ,1522.0
https://shopee.co.th/user/purchase/order/132915914226429,รวมค่าสินค้า,2350.0
https://shopee.co.th/user/purchase/order/132915914226429,ค่าจัดส่ง,54.0
https://shopee.co.th/user/purchase/order/132915914226429,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/132915914226429,ใช้ 111 Shopee Coins,-111.0
https://shopee.co.th/user/purchase/order/132915914226429,รวมการสั่งซื้อ,2263.0
https://shopee.co.th/user/purchase/order/133075213288880,รวมค่าสินค้า,850.0
https://shopee.co.th/user/purchase/order/133075213288880,ค่าจัดส่ง,104.0
